date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
08:49:45	422/422	---M-Z	302	error ('Found')	text/html	date:Sat,%2024%20Dec%202022%2007:49:45%20GMT	https://one.open-int-bank.com/credit-card	/home/dick/websites/dede/one.open-int-bank.com/credit-card	(from https://one.open-int-bank.com/hu/credit-card)
08:49:46	3298/3298	---M-Z	200	added ('OK')	text/html	date:Sat,%2024%20Dec%202022%2007:49:46%20GMT	https://one.open-int-bank.com/hu/password/reset	/home/dick/websites/dede/one.open-int-bank.com/hu/password/reset.html	(from https://one.open-int-bank.com/hu/login)
08:49:47	0/-1	---M--	302	error ('')			https://one.open-int-bank.com/faq	/home/dick/websites/dede/one.open-int-bank.com/faq.28a.delayed	(from https://one.open-int-bank.com/hu/faq)
08:49:47	0/-1	---M--	302	error ('')			https://one.open-int-bank.com/privacy-policy	/home/dick/websites/dede/one.open-int-bank.com/privacy-policy.28b.delayed	(from https://one.open-int-bank.com/hu/privacy-policy)
08:49:47	0/-1	---M--	302	error ('')			https://one.open-int-bank.com/request-form	/home/dick/websites/dede/one.open-int-bank.com/request-form.28c.delayed	(from https://one.open-int-bank.com/hu/request-form)
08:49:47	0/-1	---M--	302	error ('')			https://one.open-int-bank.com/banking/current-account	/home/dick/websites/dede/one.open-int-bank.com/banking/current-account.28d.delayed	(from https://one.open-int-bank.com/nl/banking/current-account)
08:49:47	466/466	---M-Z	302	error ('Found')	text/html	date:Sat,%2024%20Dec%202022%2007:49:47%20GMT	https://one.open-int-bank.com/banking/saving-account	/home/dick/websites/dede/one.open-int-bank.com/banking/saving-account	(from https://one.open-int-bank.com/nl/banking/saving-account)
08:49:48	466/466	---M-Z	302	error ('Found')	text/html	date:Sat,%2024%20Dec%202022%2007:49:48%20GMT	https://one.open-int-bank.com/banking/mobile-banking	/home/dick/websites/dede/one.open-int-bank.com/banking/mobile-banking	(from https://one.open-int-bank.com/nl/banking/mobile-banking)
08:49:49	0/-1	---M--	302	error ('')			https://one.open-int-bank.com/loans-and-credits	/home/dick/websites/dede/one.open-int-bank.com/loans-and-credits.290.delayed	(from https://one.open-int-bank.com/nl/loans-and-credits)
08:49:49	418/418	---M-Z	302	error ('Found')	text/html	date:Sat,%2024%20Dec%202022%2007:49:49%20GMT	https://one.open-int-bank.com/investment	/home/dick/websites/dede/one.open-int-bank.com/investment	(from https://one.open-int-bank.com/nl/investment)
08:49:50	422/422	---M-Z	302	error ('Found')	text/html	date:Sat,%2024%20Dec%202022%2007:49:50%20GMT	https://one.open-int-bank.com/credit-card	/home/dick/websites/dede/one.open-int-bank.com/credit-card	(from https://one.open-int-bank.com/nl/credit-card)
08:49:51	3252/3252	---M-Z	200	added ('OK')	text/html	date:Sat,%2024%20Dec%202022%2007:49:51%20GMT	https://one.open-int-bank.com/nl/password/reset	/home/dick/websites/dede/one.open-int-bank.com/nl/password/reset.html	(from https://one.open-int-bank.com/nl/login)
08:49:52	0/-1	---M--	302	error ('')			https://one.open-int-bank.com/faq	/home/dick/websites/dede/one.open-int-bank.com/faq.294.delayed	(from https://one.open-int-bank.com/nl/faq)
08:49:52	0/-1	---M--	302	error ('')			https://one.open-int-bank.com/privacy-policy	/home/dick/websites/dede/one.open-int-bank.com/privacy-policy.295.delayed	(from https://one.open-int-bank.com/nl/privacy-policy)
08:49:52	0/-1	---M--	302	error ('')			https://one.open-int-bank.com/request-form	/home/dick/websites/dede/one.open-int-bank.com/request-form.296.delayed	(from https://one.open-int-bank.com/nl/request-form)
08:49:52	0/-1	---M--	302	error ('')			https://one.open-int-bank.com/banking/current-account	/home/dick/websites/dede/one.open-int-bank.com/banking/current-account.297.delayed	(from https://one.open-int-bank.com/pl/banking/current-account)
08:49:52	466/466	---M-Z	302	error ('Found')	text/html	date:Sat,%2024%20Dec%202022%2007:49:52%20GMT	https://one.open-int-bank.com/banking/saving-account	/home/dick/websites/dede/one.open-int-bank.com/banking/saving-account	(from https://one.open-int-bank.com/pl/banking/saving-account)
08:49:53	466/466	---M-Z	302	error ('Found')	text/html	date:Sat,%2024%20Dec%202022%2007:49:53%20GMT	https://one.open-int-bank.com/banking/mobile-banking	/home/dick/websites/dede/one.open-int-bank.com/banking/mobile-banking	(from https://one.open-int-bank.com/pl/banking/mobile-banking)
08:49:54	0/-1	---M--	302	error ('')			https://one.open-int-bank.com/loans-and-credits	/home/dick/websites/dede/one.open-int-bank.com/loans-and-credits.29a.delayed	(from https://one.open-int-bank.com/pl/loans-and-credits)
08:49:54	10552/10552	---MCZ	-1	error ('Error%20when%20decompressing')	text/html	date:Sat,%2024%20Dec%202022%2007:49:54%20GMT	https://one.open-int-bank.com/pl/insurances	/home/dick/websites/dede/one.open-int-bank.com/pl/insurances	(from https://one.open-int-bank.com/pl)
08:49:55	418/418	---M-Z	302	error ('Found')	text/html	date:Sat,%2024%20Dec%202022%2007:49:55%20GMT	https://one.open-int-bank.com/investment	/home/dick/websites/dede/one.open-int-bank.com/investment.29b.delayed	(from https://one.open-int-bank.com/pl/investment)
08:49:56	422/422	---M-Z	302	error ('Found')	text/html	date:Sat,%2024%20Dec%202022%2007:49:56%20GMT	https://one.open-int-bank.com/credit-card	/home/dick/websites/dede/one.open-int-bank.com/credit-card	(from https://one.open-int-bank.com/pl/credit-card)
08:50:00	0/-1	---M--	302	error ('')			https://one.open-int-bank.com/faq	/home/dick/websites/dede/one.open-int-bank.com/faq.29e.delayed	(from https://one.open-int-bank.com/pl/faq)
08:50:00	0/-1	---M--	302	error ('')			https://one.open-int-bank.com/privacy-policy	/home/dick/websites/dede/one.open-int-bank.com/privacy-policy.29f.delayed	(from https://one.open-int-bank.com/pl/privacy-policy)
08:50:00	0/-1	---M--	302	error ('')			https://one.open-int-bank.com/request-form	/home/dick/websites/dede/one.open-int-bank.com/request-form.2a0.delayed	(from https://one.open-int-bank.com/pl/request-form)
08:50:00	0/-1	---M--	302	error ('')			https://one.open-int-bank.com/banking/current-account	/home/dick/websites/dede/one.open-int-bank.com/banking/current-account.2a1.delayed	(from https://one.open-int-bank.com/pt/banking/current-account)
08:50:00	3285/3285	---M-Z	200	added ('OK')	text/html	date:Sat,%2024%20Dec%202022%2007:49:56%20GMT	https://one.open-int-bank.com/pl/password/reset	/home/dick/websites/dede/one.open-int-bank.com/pl/password/reset.html	(from https://one.open-int-bank.com/pl/login)
08:50:02	466/466	---M-Z	302	error ('Found')	text/html	date:Sat,%2024%20Dec%202022%2007:50:01%20GMT	https://one.open-int-bank.com/banking/saving-account	/home/dick/websites/dede/one.open-int-bank.com/banking/saving-account.2a2.delayed	(from https://one.open-int-bank.com/pt/banking/saving-account)
08:50:02	466/466	---M-Z	302	error ('Found')	text/html	date:Sat,%2024%20Dec%202022%2007:50:02%20GMT	https://one.open-int-bank.com/banking/mobile-banking	/home/dick/websites/dede/one.open-int-bank.com/banking/mobile-banking	(from https://one.open-int-bank.com/pt/banking/mobile-banking)
08:50:03	0/-1	---M--	302	error ('')			https://one.open-int-bank.com/loans-and-credits	/home/dick/websites/dede/one.open-int-bank.com/loans-and-credits.2a4.delayed	(from https://one.open-int-bank.com/pt/loans-and-credits)
